CHANNEL,CHANNEL_ROLE,SHOCK,SHOCK_ROLE,HORIZON_MONTHS,OUTCOME,MODEL_VARIANT,MODEL_STATUS,COEFFICIENT,STANDARD_ERROR,T_STATISTIC,P_VALUE,CI_LOWER_95,CI_UPPER_95,N_OBSERVATIONS,N_ETFS,N_DATES,ERROR_MESSAGE,ARCHITECTURE_COLUMN,VALID_ROW_FLAG,FOCAL_REGRESSOR,INFERENCE_CLASS,COVARIANCE_STATUS,NONFINITE_COV_ELEMENTS,NEGATIVE_DIAGONAL_COUNT,ZERO_DIAGONAL_COUNT,TARGET_VARIANCE,MIN_COV_EIGENVALUE,PSD_WARNING,FINITE_COEFFICIENT,COVARIANCE_METHOD,DK_BANDWIDTH,DF_INFERENCE,WITHIN_ITERATIONS,WITHIN_CONVERGENCE,DESIGN_RANK,N_REGRESSORS,ABSORBED_EFFECT_DF,CONDITION_NUMBER,WITHIN_R_SQUARED,REGRESSORS
GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,CPU_VIX_CONTINUOUS,PRIMARY_CONTINUOUS_ACTIVATION,3,LP_CUM_RETURN_H3,PRIMARY_ALIGNED,RELIABLE_ESTIMATE,-0.0015737414709840374,0.0046223876799906406,-0.34046072721170456,0.7338897224104132,-0.010692153197024528,0.007544670255056452,926,13,189,,GROWTH_DURATION_EXPOSURE_FINAL_MAIN,VALID_GROWTH_DURATION_EXPOSURE_FINAL_MAIN_ROW,CPU_VIX_X_ARCH,MAIN_INFERENCE_ELIGIBLE,VALID,0,0,0,2.1366467864129256e-05,3.0053169612483783e-06,False,True,DK_H3,3,188,1,3.75767792950053e-16,10,10,12,50.85811930891045,0.2755232688532768,CPU_Z|VIX_LEVEL_Z|CPU_Z_X_VIX_Z|CPU_X_ARCH|VIX_X_ARCH|CPU_VIX_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE
GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,CPU_VIX_CONTINUOUS,PRIMARY_CONTINUOUS_ACTIVATION,3,LP_CUM_RETURN_H3,MONTH_FE_ROBUSTNESS,RELIABLE_ESTIMATE,-0.0017907684653389131,0.005303626303576787,-0.33764981973394537,0.7360038000885835,-0.01225303420873698,0.008671497278059154,926,13,189,,GROWTH_DURATION_EXPOSURE_FINAL_MAIN,VALID_GROWTH_DURATION_EXPOSURE_FINAL_MAIN_ROW,CPU_VIX_X_ARCH,MAIN_INFERENCE_ELIGIBLE,VALID,0,0,0,2.812845196799157e-05,9.363826912504858e-06,False,True,DK_H3,3,188,31,6.539491170798328e-12,3,3,200,1.7981472302175079,0.012880929935057073,CPU_X_ARCH|VIX_X_ARCH|CPU_VIX_X_ARCH
GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,CPU_VIX_CONTINUOUS,PRIMARY_CONTINUOUS_ACTIVATION,3,LP_CUM_RETURN_H3,LAG_AUGMENTED_ROBUSTNESS,RELIABLE_ESTIMATE,-0.0012642026918407178,0.004562646334204197,-0.2770766347510948,0.78202730486207,-0.010265076709794738,0.0077366713261133035,913,13,188,,GROWTH_DURATION_EXPOSURE_FINAL_MAIN,VALID_GROWTH_DURATION_EXPOSURE_FINAL_MAIN_ROW,CPU_VIX_X_ARCH,MAIN_INFERENCE_ELIGIBLE,VALID,0,0,0,2.0817741571027e-05,1.0281023770214644e-06,False,True,DK_H3,3,187,1,2.9878060809765245e-16,17,17,12,64.9155719295715,0.2765347928666446,CPU_Z|VIX_LEVEL_Z|CPU_Z_X_VIX_Z|CPU_X_ARCH|VIX_X_ARCH|CPU_VIX_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE|ETF_RETURN_L1|CPU_Z_L1|VIX_LEVEL_Z_L1|CPU_Z_X_VIX_Z_L1|CPU_L1_X_ARCH|VIX_L1_X_ARCH|CPU_VIX_L1_X_ARCH
GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,CPU_VIX_CONTINUOUS,PRIMARY_CONTINUOUS_ACTIVATION,4,LP_CUM_RETURN_H4,PRIMARY_ALIGNED,RELIABLE_ESTIMATE,-0.002108154092053631,0.005001097393427,-0.42153829973885376,0.6738462048863924,-0.011973974121167482,0.00775766593706022,913,13,188,,GROWTH_DURATION_EXPOSURE_FINAL_MAIN,VALID_GROWTH_DURATION_EXPOSURE_FINAL_MAIN_ROW,CPU_VIX_X_ARCH,MAIN_INFERENCE_ELIGIBLE,VALID,0,0,0,2.501097513854233e-05,3.0830807144295667e-06,False,True,DK_H4,4,187,1,2.9878060809765245e-16,10,10,12,50.86295932164072,0.25320255429196836,CPU_Z|VIX_LEVEL_Z|CPU_Z_X_VIX_Z|CPU_X_ARCH|VIX_X_ARCH|CPU_VIX_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE
GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,CPU_VIX_CONTINUOUS,PRIMARY_CONTINUOUS_ACTIVATION,4,LP_CUM_RETURN_H4,MONTH_FE_ROBUSTNESS,RELIABLE_ESTIMATE,-0.0020969682043620085,0.0055451937148121785,-0.378159594093285,0.7057409642129359,-0.013036143931836029,0.008842207523112013,913,13,188,,GROWTH_DURATION_EXPOSURE_FINAL_MAIN,VALID_GROWTH_DURATION_EXPOSURE_FINAL_MAIN_ROW,CPU_VIX_X_ARCH,MAIN_INFERENCE_ELIGIBLE,VALID,0,0,0,3.074917333479249e-05,1.4628439891031725e-05,False,True,DK_H4,4,187,31,7.32774951828219e-12,3,3,199,1.8017882633800746,0.012921201120073333,CPU_X_ARCH|VIX_X_ARCH|CPU_VIX_X_ARCH
GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,CPU_VIX_CONTINUOUS,PRIMARY_CONTINUOUS_ACTIVATION,4,LP_CUM_RETURN_H4,LAG_AUGMENTED_ROBUSTNESS,RELIABLE_ESTIMATE,-0.0011469588161887047,0.004879632261801085,-0.2350502567923754,0.8144282972985551,-0.01077349789852572,0.00847958026614831,900,13,187,,GROWTH_DURATION_EXPOSURE_FINAL_MAIN,VALID_GROWTH_DURATION_EXPOSURE_FINAL_MAIN_ROW,CPU_VIX_X_ARCH,MAIN_INFERENCE_ELIGIBLE,VALID,0,0,0,2.3810811010409977e-05,1.3802169211238496e-06,False,True,DK_H4,4,186,1,3.885780586188048e-16,17,17,12,64.95326286339156,0.2627461673257576,CPU_Z|VIX_LEVEL_Z|CPU_Z_X_VIX_Z|CPU_X_ARCH|VIX_X_ARCH|CPU_VIX_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE|ETF_RETURN_L1|CPU_Z_L1|VIX_LEVEL_Z_L1|CPU_Z_X_VIX_Z_L1|CPU_L1_X_ARCH|VIX_L1_X_ARCH|CPU_VIX_L1_X_ARCH
GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,CPU_VIX_CONTINUOUS,PRIMARY_CONTINUOUS_ACTIVATION,5,LP_CUM_RETURN_H5,PRIMARY_ALIGNED,RELIABLE_ESTIMATE,-0.006679020178611737,0.005773422333368416,-1.1568563311243099,0.24881464499186048,-0.018068828416024776,0.004710788058801301,900,13,187,,GROWTH_DURATION_EXPOSURE_FINAL_MAIN,VALID_GROWTH_DURATION_EXPOSURE_FINAL_MAIN_ROW,CPU_VIX_X_ARCH,MAIN_INFERENCE_ELIGIBLE,VALID,0,0,0,3.33324054394372e-05,2.6323207629694266e-06,False,True,DK_H5,5,186,1,2.983724378680108e-16,10,10,12,50.80903164799092,0.23884350867499204,CPU_Z|VIX_LEVEL_Z|CPU_Z_X_VIX_Z|CPU_X_ARCH|VIX_X_ARCH|CPU_VIX_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE
GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,CPU_VIX_CONTINUOUS,PRIMARY_CONTINUOUS_ACTIVATION,5,LP_CUM_RETURN_H5,MONTH_FE_ROBUSTNESS,RELIABLE_ESTIMATE,-0.008661149650822039,0.006662097582948287,-1.3000634624431722,0.19518794297985334,-0.021804136521911176,0.004481837220267099,900,13,187,,GROWTH_DURATION_EXPOSURE_FINAL_MAIN,VALID_GROWTH_DURATION_EXPOSURE_FINAL_MAIN_ROW,CPU_VIX_X_ARCH,MAIN_INFERENCE_ELIGIBLE,VALID,0,0,0,4.438354420472542e-05,1.5079417827834639e-05,False,True,DK_H5,5,186,31,8.100742299177455e-12,3,3,198,1.8243123785681286,0.01961383258989169,CPU_X_ARCH|VIX_X_ARCH|CPU_VIX_X_ARCH
GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,CPU_VIX_CONTINUOUS,PRIMARY_CONTINUOUS_ACTIVATION,5,LP_CUM_RETURN_H5,LAG_AUGMENTED_ROBUSTNESS,RELIABLE_ESTIMATE,-0.006171644144837492,0.005746208548492501,-1.0740376185017864,0.28420469846305163,-0.017508166294818484,0.0051648780051435006,887,13,186,,GROWTH_DURATION_EXPOSURE_FINAL_MAIN,VALID_GROWTH_DURATION_EXPOSURE_FINAL_MAIN_ROW,CPU_VIX_X_ARCH,MAIN_INFERENCE_ELIGIBLE,VALID,0,0,0,3.301891268276829e-05,1.3028443423655368e-06,False,True,DK_H5,5,185,1,4.0469419929884737e-16,17,17,12,64.9831630927289,0.24679719581852977,CPU_Z|VIX_LEVEL_Z|CPU_Z_X_VIX_Z|CPU_X_ARCH|VIX_X_ARCH|CPU_VIX_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE|ETF_RETURN_L1|CPU_Z_L1|VIX_LEVEL_Z_L1|CPU_Z_X_VIX_Z_L1|CPU_L1_X_ARCH|VIX_L1_X_ARCH|CPU_VIX_L1_X_ARCH
GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,CPU_VIX_CONTINUOUS,PRIMARY_CONTINUOUS_ACTIVATION,6,LP_CUM_RETURN_H6,PRIMARY_ALIGNED,RELIABLE_ESTIMATE,-0.007897861584362719,0.00613598024943967,-1.287139342582457,0.1996537971296763,-0.020003352609025884,0.004207629440300446,887,13,186,,GROWTH_DURATION_EXPOSURE_FINAL_MAIN,VALID_GROWTH_DURATION_EXPOSURE_FINAL_MAIN_ROW,CPU_VIX_X_ARCH,MAIN_INFERENCE_ELIGIBLE,VALID,0,0,0,3.765025362151372e-05,2.7440009216007854e-06,False,True,DK_H6,6,185,1,2.0898315757650005e-16,10,10,12,50.79625616725498,0.19016523257413764,CPU_Z|VIX_LEVEL_Z|CPU_Z_X_VIX_Z|CPU_X_ARCH|VIX_X_ARCH|CPU_VIX_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE
GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,CPU_VIX_CONTINUOUS,PRIMARY_CONTINUOUS_ACTIVATION,6,LP_CUM_RETURN_H6,MONTH_FE_ROBUSTNESS,RELIABLE_ESTIMATE,-0.01005960695558901,0.0073215579444104815,-1.3739708176821634,0.17111315430430854,-0.024504088583558077,0.004384874672380058,887,13,186,,GROWTH_DURATION_EXPOSURE_FINAL_MAIN,VALID_GROWTH_DURATION_EXPOSURE_FINAL_MAIN_ROW,CPU_VIX_X_ARCH,MAIN_INFERENCE_ELIGIBLE,VALID,0,0,0,5.360521073336024e-05,1.3657632859259333e-05,False,True,DK_H6,6,185,31,9.055867167262477e-12,3,3,197,1.8301717972250124,0.020056995106703446,CPU_X_ARCH|VIX_X_ARCH|CPU_VIX_X_ARCH
GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,CPU_VIX_CONTINUOUS,PRIMARY_CONTINUOUS_ACTIVATION,6,LP_CUM_RETURN_H6,LAG_AUGMENTED_ROBUSTNESS,RELIABLE_ESTIMATE,-0.007667309903174503,0.006197529075473928,-1.2371559390527234,0.21760576315464664,-0.01989466627881386,0.004560046472464855,874,13,185,,GROWTH_DURATION_EXPOSURE_FINAL_MAIN,VALID_GROWTH_DURATION_EXPOSURE_FINAL_MAIN_ROW,CPU_VIX_X_ARCH,MAIN_INFERENCE_ELIGIBLE,VALID,0,0,0,3.840936664134472e-05,1.4207490716405846e-06,False,True,DK_H6,6,184,1,3.00060276925718e-16,17,17,12,64.95752191522172,0.20495022882526792,CPU_Z|VIX_LEVEL_Z|CPU_Z_X_VIX_Z|CPU_X_ARCH|VIX_X_ARCH|CPU_VIX_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE|ETF_RETURN_L1|CPU_Z_L1|VIX_LEVEL_Z_L1|CPU_Z_X_VIX_Z_L1|CPU_L1_X_ARCH|VIX_L1_X_ARCH|CPU_VIX_L1_X_ARCH
GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,CPU_VIX_CONTINUOUS,PRIMARY_CONTINUOUS_ACTIVATION,7,LP_CUM_RETURN_H7,PRIMARY_ALIGNED,RELIABLE_ESTIMATE,-0.010216312868798937,0.006333973179892981,-1.6129390792544454,0.1084715242585587,-0.022712865349816654,0.002280239612218779,874,13,185,,GROWTH_DURATION_EXPOSURE_FINAL_MAIN,VALID_GROWTH_DURATION_EXPOSURE_FINAL_MAIN_ROW,CPU_VIX_X_ARCH,MAIN_INFERENCE_ELIGIBLE,VALID,0,0,0,4.0119216243603603e-05,2.865182714770616e-06,False,True,DK_H7,7,184,1,3.00060276925718e-16,10,10,12,50.80844385670603,0.21760494815378928,CPU_Z|VIX_LEVEL_Z|CPU_Z_X_VIX_Z|CPU_X_ARCH|VIX_X_ARCH|CPU_VIX_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE
GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,CPU_VIX_CONTINUOUS,PRIMARY_CONTINUOUS_ACTIVATION,7,LP_CUM_RETURN_H7,MONTH_FE_ROBUSTNESS,RELIABLE_ESTIMATE,-0.011050637754637598,0.0071840236614069035,-1.5382240197791142,0.1257117327547858,-0.02522428929371173,0.003123013784436534,874,13,185,,GROWTH_DURATION_EXPOSURE_FINAL_MAIN,VALID_GROWTH_DURATION_EXPOSURE_FINAL_MAIN_ROW,CPU_VIX_X_ARCH,MAIN_INFERENCE_ELIGIBLE,VALID,0,0,0,5.161019596765425e-05,2.144570657795169e-05,False,True,DK_H7,7,184,31,9.899026043314052e-12,3,3,196,1.8582084000984134,0.02184214609340862,CPU_X_ARCH|VIX_X_ARCH|CPU_VIX_X_ARCH
GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,CPU_VIX_CONTINUOUS,PRIMARY_CONTINUOUS_ACTIVATION,7,LP_CUM_RETURN_H7,LAG_AUGMENTED_ROBUSTNESS,RELIABLE_ESTIMATE,-0.00965286018562684,0.006087562306841533,-1.585669221780027,0.11454082715592656,-0.021663693151159603,0.0023579727799059244,861,13,184,,GROWTH_DURATION_EXPOSURE_FINAL_MAIN,VALID_GROWTH_DURATION_EXPOSURE_FINAL_MAIN_ROW,CPU_VIX_X_ARCH,MAIN_INFERENCE_ELIGIBLE,VALID,0,0,0,3.7058414839677803e-05,1.5164294068698763e-06,False,True,DK_H7,7,183,1,3.675221047035001e-16,17,17,12,64.73919624356978,0.2359160182071679,CPU_Z|VIX_LEVEL_Z|CPU_Z_X_VIX_Z|CPU_X_ARCH|VIX_X_ARCH|CPU_VIX_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE|ETF_RETURN_L1|CPU_Z_L1|VIX_LEVEL_Z_L1|CPU_Z_X_VIX_Z_L1|CPU_L1_X_ARCH|VIX_L1_X_ARCH|CPU_VIX_L1_X_ARCH
GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,CPU_VIX_CONTINUOUS,PRIMARY_CONTINUOUS_ACTIVATION,8,LP_CUM_RETURN_H8,PRIMARY_ALIGNED,RELIABLE_ESTIMATE,-0.007579280444041325,0.0057483415580363365,-1.3185160219725092,0.18897874635534248,-0.01892082683031999,0.003762265942237341,861,13,184,,GROWTH_DURATION_EXPOSURE_FINAL_MAIN,VALID_GROWTH_DURATION_EXPOSURE_FINAL_MAIN_ROW,CPU_VIX_X_ARCH,MAIN_INFERENCE_ELIGIBLE,VALID,0,0,0,3.304343066784761e-05,3.6391836418250034e-06,False,True,DK_H8,8,183,1,2.1438789441037507e-16,10,10,12,51.70480910995924,0.24931882053225018,CPU_Z|VIX_LEVEL_Z|CPU_Z_X_VIX_Z|CPU_X_ARCH|VIX_X_ARCH|CPU_VIX_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE
GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,CPU_VIX_CONTINUOUS,PRIMARY_CONTINUOUS_ACTIVATION,8,LP_CUM_RETURN_H8,MONTH_FE_ROBUSTNESS,RELIABLE_ESTIMATE,-0.008671032044159687,0.006233851538908199,-1.390959022690864,0.16592677005418965,-0.02097049540761612,0.003628431319296745,861,13,184,,GROWTH_DURATION_EXPOSURE_FINAL_MAIN,VALID_GROWTH_DURATION_EXPOSURE_FINAL_MAIN_ROW,CPU_VIX_X_ARCH,MAIN_INFERENCE_ELIGIBLE,VALID,0,0,0,3.886090500914812e-05,1.3723227476598131e-05,False,True,DK_H8,8,183,32,4.877431791783238e-12,3,3,195,1.8741068555436833,0.013720141524743656,CPU_X_ARCH|VIX_X_ARCH|CPU_VIX_X_ARCH
GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,CPU_VIX_CONTINUOUS,PRIMARY_CONTINUOUS_ACTIVATION,8,LP_CUM_RETURN_H8,LAG_AUGMENTED_ROBUSTNESS,RELIABLE_ESTIMATE,-0.006298940994676888,0.005740866112326817,-1.0972109210406022,0.27399876758321945,-0.0176261525110262,0.005028270521672423,848,13,183,,GROWTH_DURATION_EXPOSURE_FINAL_MAIN,VALID_GROWTH_DURATION_EXPOSURE_FINAL_MAIN_ROW,CPU_VIX_X_ARCH,MAIN_INFERENCE_ELIGIBLE,VALID,0,0,0,3.295754371966242e-05,1.651315735720045e-06,False,True,DK_H8,8,182,1,4.028350209568874e-16,17,17,12,64.7380660583678,0.2923152656288306,CPU_Z|VIX_LEVEL_Z|CPU_Z_X_VIX_Z|CPU_X_ARCH|VIX_X_ARCH|CPU_VIX_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE|ETF_RETURN_L1|CPU_Z_L1|VIX_LEVEL_Z_L1|CPU_Z_X_VIX_Z_L1|CPU_L1_X_ARCH|VIX_L1_X_ARCH|CPU_VIX_L1_X_ARCH
GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,CPU_VIX_CONTINUOUS,PRIMARY_CONTINUOUS_ACTIVATION,9,LP_CUM_RETURN_H9,PRIMARY_ALIGNED,RELIABLE_ESTIMATE,-0.006073490830437642,0.0054581052212102415,-1.1127471135653464,0.2672846266143308,-0.016842791334831526,0.004695809673956243,848,13,183,,GROWTH_DURATION_EXPOSURE_FINAL_MAIN,VALID_GROWTH_DURATION_EXPOSURE_FINAL_MAIN_ROW,CPU_VIX_X_ARCH,MAIN_INFERENCE_ELIGIBLE,VALID,0,0,0,2.9790912605802496e-05,4.952639192688441e-06,False,True,DK_H9,9,182,1,3.1103867277196844e-16,10,10,12,50.367756929134686,0.25761355901942184,CPU_Z|VIX_LEVEL_Z|CPU_Z_X_VIX_Z|CPU_X_ARCH|VIX_X_ARCH|CPU_VIX_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE
GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,CPU_VIX_CONTINUOUS,PRIMARY_CONTINUOUS_ACTIVATION,9,LP_CUM_RETURN_H9,MONTH_FE_ROBUSTNESS,RELIABLE_ESTIMATE,-0.008618523018164168,0.00507326611529813,-1.6988115392124863,0.09106343190008606,-0.01862850361034668,0.0013914575740183455,848,13,183,,GROWTH_DURATION_EXPOSURE_FINAL_MAIN,VALID_GROWTH_DURATION_EXPOSURE_FINAL_MAIN_ROW,CPU_VIX_X_ARCH,MAIN_INFERENCE_ELIGIBLE,VALID,0,0,0,2.5738029076632185e-05,9.446574256693981e-06,False,True,DK_H9,9,182,32,5.2624155033598186e-12,3,3,194,1.8248322604913396,0.01888003418123918,CPU_X_ARCH|VIX_X_ARCH|CPU_VIX_X_ARCH
GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,CPU_VIX_CONTINUOUS,PRIMARY_CONTINUOUS_ACTIVATION,9,LP_CUM_RETURN_H9,LAG_AUGMENTED_ROBUSTNESS,RELIABLE_ESTIMATE,-0.004929045590242511,0.005677838559619779,-0.8681200669031683,0.38647816270891083,-0.016132312728399094,0.0062742215479140735,835,13,182,,GROWTH_DURATION_EXPOSURE_FINAL_MAIN,VALID_GROWTH_DURATION_EXPOSURE_FINAL_MAIN_ROW,CPU_VIX_X_ARCH,MAIN_INFERENCE_ELIGIBLE,VALID,0,0,0,3.22378507091052e-05,1.1066782896218006e-06,False,True,DK_H9,9,181,1,3.733277423464812e-16,17,17,12,63.943162604019776,0.31361688291570533,CPU_Z|VIX_LEVEL_Z|CPU_Z_X_VIX_Z|CPU_X_ARCH|VIX_X_ARCH|CPU_VIX_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE|ETF_RETURN_L1|CPU_Z_L1|VIX_LEVEL_Z_L1|CPU_Z_X_VIX_Z_L1|CPU_L1_X_ARCH|VIX_L1_X_ARCH|CPU_VIX_L1_X_ARCH
GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,CPU_VIX_CONTINUOUS,PRIMARY_CONTINUOUS_ACTIVATION,10,LP_CUM_RETURN_H10,PRIMARY_ALIGNED,RELIABLE_ESTIMATE,-0.00564904958389424,0.005347072440771381,-1.0564752294770285,0.29215919937602386,-0.016199663225337453,0.004901564057548975,835,13,182,,GROWTH_DURATION_EXPOSURE_FINAL_MAIN,VALID_GROWTH_DURATION_EXPOSURE_FINAL_MAIN_ROW,CPU_VIX_X_ARCH,MAIN_INFERENCE_ELIGIBLE,VALID,0,0,0,2.859118368685681e-05,4.269869936711679e-06,False,True,DK_H10,10,181,1,3.2208667967147398e-16,10,10,12,51.46794266537217,0.27183430908848116,CPU_Z|VIX_LEVEL_Z|CPU_Z_X_VIX_Z|CPU_X_ARCH|VIX_X_ARCH|CPU_VIX_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE
GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,CPU_VIX_CONTINUOUS,PRIMARY_CONTINUOUS_ACTIVATION,10,LP_CUM_RETURN_H10,MONTH_FE_ROBUSTNESS,RELIABLE_ESTIMATE,-0.009436133630832943,0.005217140230381055,-1.8086793174320592,0.07216045278524069,-0.01973037061634118,0.000858103354675295,835,13,182,,GROWTH_DURATION_EXPOSURE_FINAL_MAIN,VALID_GROWTH_DURATION_EXPOSURE_FINAL_MAIN_ROW,CPU_VIX_X_ARCH,MAIN_INFERENCE_ELIGIBLE,VALID,0,0,0,2.721855218346048e-05,1.049080747465854e-05,False,True,DK_H10,10,181,32,5.740744685178711e-12,3,3,193,1.806190086574435,0.021650926244052626,CPU_X_ARCH|VIX_X_ARCH|CPU_VIX_X_ARCH
GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,CPU_VIX_CONTINUOUS,PRIMARY_CONTINUOUS_ACTIVATION,10,LP_CUM_RETURN_H10,LAG_AUGMENTED_ROBUSTNESS,RELIABLE_ESTIMATE,-0.004990055692652098,0.0059083183240599335,-0.8445813882998697,0.39946574537322577,-0.016648531522205575,0.0066684201369013795,822,13,181,,GROWTH_DURATION_EXPOSURE_FINAL_MAIN,VALID_GROWTH_DURATION_EXPOSURE_FINAL_MAIN_ROW,CPU_VIX_X_ARCH,MAIN_INFERENCE_ELIGIBLE,VALID,0,0,0,3.490822541842238e-05,1.7649028560896108e-06,False,True,DK_H10,10,180,1,3.042379117204849e-16,17,17,12,65.3398952282634,0.35897636925402643,CPU_Z|VIX_LEVEL_Z|CPU_Z_X_VIX_Z|CPU_X_ARCH|VIX_X_ARCH|CPU_VIX_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE|ETF_RETURN_L1|CPU_Z_L1|VIX_LEVEL_Z_L1|CPU_Z_X_VIX_Z_L1|CPU_L1_X_ARCH|VIX_L1_X_ARCH|CPU_VIX_L1_X_ARCH
GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,CPU_VIX_CONTINUOUS,PRIMARY_CONTINUOUS_ACTIVATION,11,LP_CUM_RETURN_H11,PRIMARY_ALIGNED,RELIABLE_ESTIMATE,-0.008007853105442839,0.006495990479531176,-1.2327378142987635,0.21928121503390927,-0.020825941746033066,0.004810235535147388,822,13,181,,GROWTH_DURATION_EXPOSURE_FINAL_MAIN,VALID_GROWTH_DURATION_EXPOSURE_FINAL_MAIN_ROW,CPU_VIX_X_ARCH,MAIN_INFERENCE_ELIGIBLE,VALID,0,0,0,4.2197892310159683e-05,6.825782526659604e-06,False,True,DK_H11,11,180,1,3.042379117204849e-16,10,10,12,52.43396806363722,0.30188698370304556,CPU_Z|VIX_LEVEL_Z|CPU_Z_X_VIX_Z|CPU_X_ARCH|VIX_X_ARCH|CPU_VIX_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE
GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,CPU_VIX_CONTINUOUS,PRIMARY_CONTINUOUS_ACTIVATION,11,LP_CUM_RETURN_H11,MONTH_FE_ROBUSTNESS,RELIABLE_ESTIMATE,-0.011178577244328388,0.005603868115278203,-1.994796632321071,0.04757404696677348,-0.022236302537823188,-0.00012085195083358716,822,13,181,,GROWTH_DURATION_EXPOSURE_FINAL_MAIN,VALID_GROWTH_DURATION_EXPOSURE_FINAL_MAIN_ROW,CPU_VIX_X_ARCH,MAIN_INFERENCE_ELIGIBLE,VALID,0,0,0,3.1403337853431684e-05,1.1936829053338759e-05,False,True,DK_H11,11,180,32,6.02641547775562e-12,3,3,192,1.8024086604581369,0.023720553792411114,CPU_X_ARCH|VIX_X_ARCH|CPU_VIX_X_ARCH
GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,CPU_VIX_CONTINUOUS,PRIMARY_CONTINUOUS_ACTIVATION,11,LP_CUM_RETURN_H11,LAG_AUGMENTED_ROBUSTNESS,RELIABLE_ESTIMATE,-0.007187239046241661,0.00702538333363659,-1.0230387019353275,0.30767015177508467,-0.02105046615332607,0.00667598806084275,809,13,180,,GROWTH_DURATION_EXPOSURE_FINAL_MAIN,VALID_GROWTH_DURATION_EXPOSURE_FINAL_MAIN_ROW,CPU_VIX_X_ARCH,MAIN_INFERENCE_ELIGIBLE,VALID,0,0,0,4.935601098453877e-05,2.216258432764965e-06,False,True,DK_H11,11,179,1,4.058481945574183e-16,17,17,12,67.34352852747182,0.3660142555772157,CPU_Z|VIX_LEVEL_Z|CPU_Z_X_VIX_Z|CPU_X_ARCH|VIX_X_ARCH|CPU_VIX_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE|ETF_RETURN_L1|CPU_Z_L1|VIX_LEVEL_Z_L1|CPU_Z_X_VIX_Z_L1|CPU_L1_X_ARCH|VIX_L1_X_ARCH|CPU_VIX_L1_X_ARCH
