MODEL,CHANNEL,CHANNEL_ROLE,QUALITY,SHOCK,HORIZON_MONTHS,OUTCOME,COVARIANCE,PARAMETER,TARGET_PARAMETER,COEFFICIENT,STD_ERROR,TEST_STATISTIC,P_VALUE,SIGNIFICANCE,CI_LOWER_95,CI_UPPER_95,EXPECTED_SIGN,EXPECTED_SIGN_MATCH,N_OBSERVATIONS,N_ETFS,N_MONTHS,N_POSITIVE_SHOCK_MONTHS,R_SQUARED,ADJ_R_SQUARED,COEFFICIENT_WITH_STARS
EXTERNAL_FINANCING_DEPENDENCE_MODERATE_EXTREME_CPU_REGIME_6M_ETF_FE_CLUSTER_DATE,EXTERNAL_FINANCING_DEPENDENCE,PRIMARY,MODERATE,EXTREME_CPU_REGIME,6,CUM_RETURN_LEAD6,CLUSTER_DATE,EXTREME_CPU_REGIME_X_EXTERNAL_FINANCING_DEPENDENCE_MODERATE,EXTREME_CPU_REGIME_X_EXTERNAL_FINANCING_DEPENDENCE_MODERATE,0.059325196352365925,0.02124043495803303,2.7930311441164446,0.005770921303703748,***,0.017420580579215257,0.1012298121255166,NEGATIVE,0.0,1950,26,186,15,0.0759657777337337,0.0610309180412133,0.059325***
EXTERNAL_FINANCING_DEPENDENCE_MODERATE_EXTREME_CPU_REGIME_6M_ETF_FE_CLUSTER_ETF,EXTERNAL_FINANCING_DEPENDENCE,PRIMARY,MODERATE,EXTREME_CPU_REGIME,6,CUM_RETURN_LEAD6,CLUSTER_ETF,EXTREME_CPU_REGIME_X_EXTERNAL_FINANCING_DEPENDENCE_MODERATE,EXTREME_CPU_REGIME_X_EXTERNAL_FINANCING_DEPENDENCE_MODERATE,0.059325196352365925,0.015306371979578078,3.8758496416732995,0.0006810438825054786,***,0.027801133157642065,0.09084925954708978,NEGATIVE,0.0,1950,26,186,15,0.0759657777337337,0.0610309180412133,0.059325***
EXTERNAL_FINANCING_DEPENDENCE_MODERATE_EXTREME_CPU_REGIME_6M_ETF_FE_TWO_WAY_CLUSTER,EXTERNAL_FINANCING_DEPENDENCE,PRIMARY,MODERATE,EXTREME_CPU_REGIME,6,CUM_RETURN_LEAD6,TWO_WAY_CLUSTER,EXTREME_CPU_REGIME_X_EXTERNAL_FINANCING_DEPENDENCE_MODERATE,EXTREME_CPU_REGIME_X_EXTERNAL_FINANCING_DEPENDENCE_MODERATE,0.059325196352365925,0.021166850672424666,2.802740817255939,0.00506703716940534,***,0.017838169034413584,0.10081222367031827,NEGATIVE,0.0,1950,26,186,15,0.0759657777337337,0.0610309180412133,0.059325***
EXTERNAL_FINANCING_DEPENDENCE_MODERATE_EXTREME_CPU_REGIME_6M_ETF_MONTH_FE_CLUSTER_ETF,EXTERNAL_FINANCING_DEPENDENCE,PRIMARY,MODERATE,EXTREME_CPU_REGIME,6,CUM_RETURN_LEAD6,CLUSTER_ETF,EXTREME_CPU_REGIME_X_EXTERNAL_FINANCING_DEPENDENCE_MODERATE,EXTREME_CPU_REGIME_X_EXTERNAL_FINANCING_DEPENDENCE_MODERATE,0.06207181999562491,0.012402994234233968,5.004583475843128,3.683171726424131e-05,***,0.03652737520064318,0.08761626479060663,NEGATIVE,0.0,1950,26,186,15,0.5433236967497961,0.4878814067694779,0.062072***
EXTERNAL_FINANCING_DEPENDENCE_MODERATE_EXTREME_CPU_REGIME_12M_ETF_FE_CLUSTER_DATE,EXTERNAL_FINANCING_DEPENDENCE,PRIMARY,MODERATE,EXTREME_CPU_REGIME,12,CUM_RETURN_LEAD12,CLUSTER_DATE,EXTREME_CPU_REGIME_X_EXTERNAL_FINANCING_DEPENDENCE_MODERATE,EXTREME_CPU_REGIME_X_EXTERNAL_FINANCING_DEPENDENCE_MODERATE,0.04984430560677803,0.028341301591045368,1.758716177754048,0.08033453125974338,*,-0.0060817388249717885,0.10577035003852785,NEGATIVE,0.0,1794,26,180,9,0.11309846685005087,0.09749463737919484,0.049844*
EXTERNAL_FINANCING_DEPENDENCE_MODERATE_EXTREME_CPU_REGIME_12M_ETF_FE_CLUSTER_ETF,EXTERNAL_FINANCING_DEPENDENCE,PRIMARY,MODERATE,EXTREME_CPU_REGIME,12,CUM_RETURN_LEAD12,CLUSTER_ETF,EXTREME_CPU_REGIME_X_EXTERNAL_FINANCING_DEPENDENCE_MODERATE,EXTREME_CPU_REGIME_X_EXTERNAL_FINANCING_DEPENDENCE_MODERATE,0.04984430560677803,0.011030357220327589,4.518829681682576,0.00012970237768107355,***,0.02712685966087266,0.0725617515526834,NEGATIVE,0.0,1794,26,180,9,0.11309846685005087,0.09749463737919484,0.049844***
EXTERNAL_FINANCING_DEPENDENCE_MODERATE_EXTREME_CPU_REGIME_12M_ETF_FE_TWO_WAY_CLUSTER,EXTERNAL_FINANCING_DEPENDENCE,PRIMARY,MODERATE,EXTREME_CPU_REGIME,12,CUM_RETURN_LEAD12,TWO_WAY_CLUSTER,EXTREME_CPU_REGIME_X_EXTERNAL_FINANCING_DEPENDENCE_MODERATE,EXTREME_CPU_REGIME_X_EXTERNAL_FINANCING_DEPENDENCE_MODERATE,0.04984430560677803,0.018608692577969366,2.678549575577823,0.007394178539177115,***,0.013371268153958074,0.08631734305959798,NEGATIVE,0.0,1794,26,180,9,0.11309846685005087,0.09749463737919484,0.049844***
EXTERNAL_FINANCING_DEPENDENCE_MODERATE_EXTREME_CPU_REGIME_12M_ETF_MONTH_FE_CLUSTER_ETF,EXTERNAL_FINANCING_DEPENDENCE,PRIMARY,MODERATE,EXTREME_CPU_REGIME,12,CUM_RETURN_LEAD12,CLUSTER_ETF,EXTREME_CPU_REGIME_X_EXTERNAL_FINANCING_DEPENDENCE_MODERATE,EXTREME_CPU_REGIME_X_EXTERNAL_FINANCING_DEPENDENCE_MODERATE,0.04710821960829666,0.01232526424735317,3.8220859742145548,0.0007812940068271932,***,0.021723862718000954,0.07249257649859236,NEGATIVE,0.0,1794,26,180,9,0.5276386816652973,0.46666004800118266,0.047108***
EXTERNAL_FINANCING_DEPENDENCE_MODERATE_CPU_AND_VIX_STRESS_1M_ETF_FE_CLUSTER_DATE,EXTERNAL_FINANCING_DEPENDENCE,PRIMARY,MODERATE,CPU_AND_VIX_STRESS,1,ETF_RETURN_LEAD1,CLUSTER_DATE,CPU_AND_VIX_STRESS_X_EXTERNAL_FINANCING_DEPENDENCE_MODERATE,CPU_AND_VIX_STRESS_X_EXTERNAL_FINANCING_DEPENDENCE_MODERATE,0.009762306980443034,0.006431595874070291,1.5178669760332553,0.13071006721063005,,-0.0029241971364040147,0.022448811097290085,NEGATIVE,0.0,2080,26,191,17,0.08244589816412118,0.06855713978672262,0.009762
EXTERNAL_FINANCING_DEPENDENCE_MODERATE_CPU_AND_VIX_STRESS_1M_ETF_FE_CLUSTER_ETF,EXTERNAL_FINANCING_DEPENDENCE,PRIMARY,MODERATE,CPU_AND_VIX_STRESS,1,ETF_RETURN_LEAD1,CLUSTER_ETF,CPU_AND_VIX_STRESS_X_EXTERNAL_FINANCING_DEPENDENCE_MODERATE,CPU_AND_VIX_STRESS_X_EXTERNAL_FINANCING_DEPENDENCE_MODERATE,0.009762306980443034,0.001031565983892793,9.463579773737086,9.639817541271014e-10,***,0.007637757066906939,0.011886856893979128,NEGATIVE,0.0,2080,26,191,17,0.08244589816412118,0.06855713978672262,0.009762***
EXTERNAL_FINANCING_DEPENDENCE_MODERATE_CPU_AND_VIX_STRESS_1M_ETF_FE_TWO_WAY_CLUSTER,EXTERNAL_FINANCING_DEPENDENCE,PRIMARY,MODERATE,CPU_AND_VIX_STRESS,1,ETF_RETURN_LEAD1,TWO_WAY_CLUSTER,CPU_AND_VIX_STRESS_X_EXTERNAL_FINANCING_DEPENDENCE_MODERATE,CPU_AND_VIX_STRESS_X_EXTERNAL_FINANCING_DEPENDENCE_MODERATE,0.009762306980443034,0.004524944490431404,2.157442373290264,0.030971212648009044,**,0.0008934157791974824,0.018631198181688586,NEGATIVE,0.0,2080,26,191,17,0.08244589816412118,0.06855713978672262,0.009762**
EXTERNAL_FINANCING_DEPENDENCE_MODERATE_CPU_AND_VIX_STRESS_1M_ETF_MONTH_FE_CLUSTER_ETF,EXTERNAL_FINANCING_DEPENDENCE,PRIMARY,MODERATE,CPU_AND_VIX_STRESS,1,ETF_RETURN_LEAD1,CLUSTER_ETF,CPU_AND_VIX_STRESS_X_EXTERNAL_FINANCING_DEPENDENCE_MODERATE,CPU_AND_VIX_STRESS_X_EXTERNAL_FINANCING_DEPENDENCE_MODERATE,0.010031104461285915,0.0009276174605056531,10.813837479749319,6.460949583637302e-11,***,0.008120640539167412,0.011941568383404417,NEGATIVE,0.0,2080,26,191,17,0.7118019753420437,0.678387711613585,0.010031***
EXTERNAL_FINANCING_DEPENDENCE_MODERATE_CPU_AND_VIX_STRESS_3M_ETF_FE_CLUSTER_DATE,EXTERNAL_FINANCING_DEPENDENCE,PRIMARY,MODERATE,CPU_AND_VIX_STRESS,3,CUM_RETURN_LEAD3,CLUSTER_DATE,CPU_AND_VIX_STRESS_X_EXTERNAL_FINANCING_DEPENDENCE_MODERATE,CPU_AND_VIX_STRESS_X_EXTERNAL_FINANCING_DEPENDENCE_MODERATE,0.013096520704562107,0.01387071769734323,0.9441847920436438,0.346287059474032,,-0.014265726613539934,0.04045876802266415,NEGATIVE,0.0,2028,26,189,17,0.05602921551394757,0.041368346616619034,0.013097
EXTERNAL_FINANCING_DEPENDENCE_MODERATE_CPU_AND_VIX_STRESS_3M_ETF_FE_CLUSTER_ETF,EXTERNAL_FINANCING_DEPENDENCE,PRIMARY,MODERATE,CPU_AND_VIX_STRESS,3,CUM_RETURN_LEAD3,CLUSTER_ETF,CPU_AND_VIX_STRESS_X_EXTERNAL_FINANCING_DEPENDENCE_MODERATE,CPU_AND_VIX_STRESS_X_EXTERNAL_FINANCING_DEPENDENCE_MODERATE,0.013096520704562107,0.002201316159427796,5.949404699762155,3.2780224598873704e-06,***,0.008562825207421736,0.01763021620170248,NEGATIVE,0.0,2028,26,189,17,0.05602921551394757,0.041368346616619034,0.013097***
EXTERNAL_FINANCING_DEPENDENCE_MODERATE_CPU_AND_VIX_STRESS_3M_ETF_FE_TWO_WAY_CLUSTER,EXTERNAL_FINANCING_DEPENDENCE,PRIMARY,MODERATE,CPU_AND_VIX_STRESS,3,CUM_RETURN_LEAD3,TWO_WAY_CLUSTER,CPU_AND_VIX_STRESS_X_EXTERNAL_FINANCING_DEPENDENCE_MODERATE,CPU_AND_VIX_STRESS_X_EXTERNAL_FINANCING_DEPENDENCE_MODERATE,0.013096520704562107,0.010495148354912992,1.2478642761091947,0.21208076509772789,,-0.007473970071067357,0.03366701148019157,NEGATIVE,0.0,2028,26,189,17,0.05602921551394757,0.041368346616619034,0.013097
EXTERNAL_FINANCING_DEPENDENCE_MODERATE_CPU_AND_VIX_STRESS_3M_ETF_MONTH_FE_CLUSTER_ETF,EXTERNAL_FINANCING_DEPENDENCE,PRIMARY,MODERATE,CPU_AND_VIX_STRESS,3,CUM_RETURN_LEAD3,CLUSTER_ETF,CPU_AND_VIX_STRESS_X_EXTERNAL_FINANCING_DEPENDENCE_MODERATE,CPU_AND_VIX_STRESS_X_EXTERNAL_FINANCING_DEPENDENCE_MODERATE,0.013384756630499435,0.0026707209052186424,5.011664305448522,3.616318035042781e-05,***,0.007884303962557456,0.018885209298441414,NEGATIVE,0.0,2028,26,189,17,0.5926026145611876,0.5445148922865567,0.013385***
EXTERNAL_FINANCING_DEPENDENCE_MODERATE_CPU_AND_VIX_STRESS_6M_ETF_FE_CLUSTER_DATE,EXTERNAL_FINANCING_DEPENDENCE,PRIMARY,MODERATE,CPU_AND_VIX_STRESS,6,CUM_RETURN_LEAD6,CLUSTER_DATE,CPU_AND_VIX_STRESS_X_EXTERNAL_FINANCING_DEPENDENCE_MODERATE,CPU_AND_VIX_STRESS_X_EXTERNAL_FINANCING_DEPENDENCE_MODERATE,0.019064417380182143,0.02331834807055702,0.8175715244706327,0.4146535886364136,,-0.026939650723504648,0.06506848548386893,NEGATIVE,0.0,1950,26,186,17,0.056882530820992705,0.04163923491663968,0.019064
EXTERNAL_FINANCING_DEPENDENCE_MODERATE_CPU_AND_VIX_STRESS_6M_ETF_FE_CLUSTER_ETF,EXTERNAL_FINANCING_DEPENDENCE,PRIMARY,MODERATE,CPU_AND_VIX_STRESS,6,CUM_RETURN_LEAD6,CLUSTER_ETF,CPU_AND_VIX_STRESS_X_EXTERNAL_FINANCING_DEPENDENCE_MODERATE,CPU_AND_VIX_STRESS_X_EXTERNAL_FINANCING_DEPENDENCE_MODERATE,0.019064417380182143,0.008511367843286021,2.239877036359159,0.034231144517922855,**,0.0015349271702698938,0.03659390759009439,NEGATIVE,0.0,1950,26,186,17,0.056882530820992705,0.04163923491663968,0.019064**
EXTERNAL_FINANCING_DEPENDENCE_MODERATE_CPU_AND_VIX_STRESS_6M_ETF_FE_TWO_WAY_CLUSTER,EXTERNAL_FINANCING_DEPENDENCE,PRIMARY,MODERATE,CPU_AND_VIX_STRESS,6,CUM_RETURN_LEAD6,TWO_WAY_CLUSTER,CPU_AND_VIX_STRESS_X_EXTERNAL_FINANCING_DEPENDENCE_MODERATE,CPU_AND_VIX_STRESS_X_EXTERNAL_FINANCING_DEPENDENCE_MODERATE,0.019064417380182143,0.01984441372739355,0.9606944121440743,0.3367058416541482,,-0.019830633525509213,0.0579594682858735,NEGATIVE,0.0,1950,26,186,17,0.056882530820992705,0.04163923491663968,0.019064
EXTERNAL_FINANCING_DEPENDENCE_MODERATE_CPU_AND_VIX_STRESS_6M_ETF_MONTH_FE_CLUSTER_ETF,EXTERNAL_FINANCING_DEPENDENCE,PRIMARY,MODERATE,CPU_AND_VIX_STRESS,6,CUM_RETURN_LEAD6,CLUSTER_ETF,CPU_AND_VIX_STRESS_X_EXTERNAL_FINANCING_DEPENDENCE_MODERATE,CPU_AND_VIX_STRESS_X_EXTERNAL_FINANCING_DEPENDENCE_MODERATE,0.01991125704108863,0.008917015668372424,2.232950774294527,0.0347421818116702,**,0.0015463194965704107,0.038276194585606854,NEGATIVE,0.0,1950,26,186,17,0.5184759102816858,0.4600170018061023,0.019911**
EXTERNAL_FINANCING_DEPENDENCE_MODERATE_CPU_AND_VIX_STRESS_12M_ETF_FE_CLUSTER_DATE,EXTERNAL_FINANCING_DEPENDENCE,PRIMARY,MODERATE,CPU_AND_VIX_STRESS,12,CUM_RETURN_LEAD12,CLUSTER_DATE,CPU_AND_VIX_STRESS_X_EXTERNAL_FINANCING_DEPENDENCE_MODERATE,CPU_AND_VIX_STRESS_X_EXTERNAL_FINANCING_DEPENDENCE_MODERATE,-0.022578101884401423,0.03161051032495379,-0.7142593286947965,0.47599721178096854,,-0.08495529367513473,0.03979908990633188,NEGATIVE,1.0,1794,26,180,15,0.09064614459773601,0.07464729697147598,-0.022578
EXTERNAL_FINANCING_DEPENDENCE_MODERATE_CPU_AND_VIX_STRESS_12M_ETF_FE_CLUSTER_ETF,EXTERNAL_FINANCING_DEPENDENCE,PRIMARY,MODERATE,CPU_AND_VIX_STRESS,12,CUM_RETURN_LEAD12,CLUSTER_ETF,CPU_AND_VIX_STRESS_X_EXTERNAL_FINANCING_DEPENDENCE_MODERATE,CPU_AND_VIX_STRESS_X_EXTERNAL_FINANCING_DEPENDENCE_MODERATE,-0.022578101884401423,0.009948046254494114,-2.269601618931112,0.03211448293499033,**,-0.0430664866701051,-0.0020897170986977527,NEGATIVE,1.0,1794,26,180,15,0.09064614459773601,0.07464729697147598,-0.022578**
EXTERNAL_FINANCING_DEPENDENCE_MODERATE_CPU_AND_VIX_STRESS_12M_ETF_FE_TWO_WAY_CLUSTER,EXTERNAL_FINANCING_DEPENDENCE,PRIMARY,MODERATE,CPU_AND_VIX_STRESS,12,CUM_RETURN_LEAD12,TWO_WAY_CLUSTER,CPU_AND_VIX_STRESS_X_EXTERNAL_FINANCING_DEPENDENCE_MODERATE,CPU_AND_VIX_STRESS_X_EXTERNAL_FINANCING_DEPENDENCE_MODERATE,-0.022578101884401423,0.02503042169521303,-0.9020264284528373,0.36704282878062633,,-0.07163772840701896,0.026481524638216118,NEGATIVE,1.0,1794,26,180,15,0.09064614459773601,0.07464729697147598,-0.022578
EXTERNAL_FINANCING_DEPENDENCE_MODERATE_CPU_AND_VIX_STRESS_12M_ETF_MONTH_FE_CLUSTER_ETF,EXTERNAL_FINANCING_DEPENDENCE,PRIMARY,MODERATE,CPU_AND_VIX_STRESS,12,CUM_RETURN_LEAD12,CLUSTER_ETF,CPU_AND_VIX_STRESS_X_EXTERNAL_FINANCING_DEPENDENCE_MODERATE,CPU_AND_VIX_STRESS_X_EXTERNAL_FINANCING_DEPENDENCE_MODERATE,-0.020692726154829446,0.010703086088530439,-1.9333420271190784,0.06459479725730355,*,-0.04273614458759538,0.0013506922779364869,NEGATIVE,1.0,1794,26,180,15,0.5248963816649515,0.46356373572119514,-0.020693*
GROWTH_DURATION_EXPOSURE_FINAL_MAIN_CPU_SHOCK_1M_ETF_FE_CLUSTER_DATE,GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,MAIN,CPU_SHOCK,1,ETF_RETURN_LEAD1,CLUSTER_DATE,CPU_SHOCK_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,CPU_SHOCK_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,0.0061351426151249186,0.004040155981818853,1.5185410273102664,0.1315304019765636,,-0.0018647697453413577,0.014135054975591196,NEGATIVE_OR_DELAYED,0.0,205,6,120,62,0.13749811155139424,0.0883399728315255,0.006135
GROWTH_DURATION_EXPOSURE_FINAL_MAIN_CPU_SHOCK_1M_ETF_FE_CLUSTER_ETF,GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,MAIN,CPU_SHOCK,1,ETF_RETURN_LEAD1,CLUSTER_ETF,CPU_SHOCK_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,CPU_SHOCK_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,0.0061351426151249186,0.001699202452351251,3.610601318657167,0.015370692894021945,**,0.0017672036560421123,0.010503081574207724,NEGATIVE_OR_DELAYED,0.0,205,6,120,62,0.13749811155139424,0.0883399728315255,0.006135**
GROWTH_DURATION_EXPOSURE_FINAL_MAIN_CPU_SHOCK_1M_ETF_FE_TWO_WAY_CLUSTER,GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,MAIN,CPU_SHOCK,1,ETF_RETURN_LEAD1,TWO_WAY_CLUSTER,CPU_SHOCK_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,CPU_SHOCK_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,0.0061351426151249186,0.0,,,,0.0061351426151249186,0.0061351426151249186,NEGATIVE_OR_DELAYED,0.0,205,6,120,62,0.13749811155139424,0.0883399728315255,0.006135
GROWTH_DURATION_EXPOSURE_FINAL_MAIN_CPU_SHOCK_1M_ETF_MONTH_FE_CLUSTER_ETF,GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,MAIN,CPU_SHOCK,1,ETF_RETURN_LEAD1,CLUSTER_ETF,CPU_SHOCK_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,CPU_SHOCK_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,0.006191076107194666,0.0017999994615395603,3.4394877551237526,0.01844557021811157,**,0.0015640301872059245,0.010818122027183408,NEGATIVE_OR_DELAYED,0.0,205,6,120,62,0.983600698767743,0.9576524373242985,0.006191**
GROWTH_DURATION_EXPOSURE_FINAL_MAIN_CPU_SHOCK_3M_ETF_FE_CLUSTER_DATE,GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,MAIN,CPU_SHOCK,3,CUM_RETURN_LEAD3,CLUSTER_DATE,CPU_SHOCK_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,CPU_SHOCK_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,0.0006370958751233946,0.008442009416521208,0.07546732580949071,0.9399696175897653,,-0.016078925927578574,0.017353117677825363,NEGATIVE_OR_DELAYED,0.0,205,6,120,62,0.18904255778272672,0.14282218542837433,0.000637
GROWTH_DURATION_EXPOSURE_FINAL_MAIN_CPU_SHOCK_3M_ETF_FE_CLUSTER_ETF,GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,MAIN,CPU_SHOCK,3,CUM_RETURN_LEAD3,CLUSTER_ETF,CPU_SHOCK_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,CPU_SHOCK_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,0.0006370958751233946,0.004526848323607597,0.14073718171667646,0.8935717188100574,,-0.010999538198222997,0.012273729948469786,NEGATIVE_OR_DELAYED,0.0,205,6,120,62,0.18904255778272672,0.14282218542837433,0.000637
GROWTH_DURATION_EXPOSURE_FINAL_MAIN_CPU_SHOCK_3M_ETF_FE_TWO_WAY_CLUSTER,GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,MAIN,CPU_SHOCK,3,CUM_RETURN_LEAD3,TWO_WAY_CLUSTER,CPU_SHOCK_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,CPU_SHOCK_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,0.0006370958751233946,0.0,,,,0.0006370958751233946,0.0006370958751233946,NEGATIVE_OR_DELAYED,0.0,205,6,120,62,0.18904255778272672,0.14282218542837433,0.000637
GROWTH_DURATION_EXPOSURE_FINAL_MAIN_CPU_SHOCK_3M_ETF_MONTH_FE_CLUSTER_ETF,GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,MAIN,CPU_SHOCK,3,CUM_RETURN_LEAD3,CLUSTER_ETF,CPU_SHOCK_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,CPU_SHOCK_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,0.006726726031047044,0.0011083857675660985,6.068939378225909,0.0017540193484801422,***,0.003877529710063817,0.00957592235203027,NEGATIVE_OR_DELAYED,0.0,205,6,120,62,0.9864073164758353,0.9648999058363343,0.006727***
GROWTH_DURATION_EXPOSURE_FINAL_MAIN_CPU_SHOCK_6M_ETF_FE_CLUSTER_DATE,GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,MAIN,CPU_SHOCK,6,CUM_RETURN_LEAD6,CLUSTER_DATE,CPU_SHOCK_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,CPU_SHOCK_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,0.006465072798968668,0.013124625005601478,0.4925910489792607,0.6232092107490046,,-0.019522995553166483,0.032453141151103815,NEGATIVE_OR_DELAYED,0.0,205,6,120,62,0.1721438159962425,0.12496030291830817,0.006465
GROWTH_DURATION_EXPOSURE_FINAL_MAIN_CPU_SHOCK_6M_ETF_FE_CLUSTER_ETF,GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,MAIN,CPU_SHOCK,6,CUM_RETURN_LEAD6,CLUSTER_ETF,CPU_SHOCK_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,CPU_SHOCK_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,0.006465072798968668,0.013604268801095717,0.4752238355102155,0.6546618258559198,,-0.028505813468241808,0.04143595906617914,NEGATIVE_OR_DELAYED,0.0,205,6,120,62,0.1721438159962425,0.12496030291830817,0.006465
GROWTH_DURATION_EXPOSURE_FINAL_MAIN_CPU_SHOCK_6M_ETF_FE_TWO_WAY_CLUSTER,GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,MAIN,CPU_SHOCK,6,CUM_RETURN_LEAD6,TWO_WAY_CLUSTER,CPU_SHOCK_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,CPU_SHOCK_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,0.006465072798968668,0.0,,,,0.006465072798968668,0.006465072798968668,NEGATIVE_OR_DELAYED,0.0,205,6,120,62,0.1721438159962425,0.12496030291830817,0.006465
GROWTH_DURATION_EXPOSURE_FINAL_MAIN_CPU_SHOCK_6M_ETF_MONTH_FE_CLUSTER_ETF,GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,MAIN,CPU_SHOCK,6,CUM_RETURN_LEAD6,CLUSTER_ETF,CPU_SHOCK_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,CPU_SHOCK_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,0.013125420780863876,0.004505117441406459,2.9134469748176492,0.03326610178918336,**,0.0015446477185760837,0.024706193843151668,NEGATIVE_OR_DELAYED,0.0,205,6,120,62,0.9646583691092467,0.9087380670669156,0.013125**
GROWTH_DURATION_EXPOSURE_FINAL_MAIN_CPU_SHOCK_12M_ETF_FE_CLUSTER_DATE,GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,MAIN,CPU_SHOCK,12,CUM_RETURN_LEAD12,CLUSTER_DATE,CPU_SHOCK_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,CPU_SHOCK_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,0.021721664167726695,0.014052441192726865,1.545757343497669,0.12481848171368927,,-0.00610357290191018,0.04954690123736357,NEGATIVE_OR_DELAYED,0.0,205,6,120,62,0.24621197969263575,0.20324996817252694,0.021722
GROWTH_DURATION_EXPOSURE_FINAL_MAIN_CPU_SHOCK_12M_ETF_FE_CLUSTER_ETF,GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,MAIN,CPU_SHOCK,12,CUM_RETURN_LEAD12,CLUSTER_ETF,CPU_SHOCK_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,CPU_SHOCK_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,0.021721664167726695,0.0021968531981262176,9.887626622595427,0.00018046317225553946,***,0.016074473241063893,0.027368855094389497,NEGATIVE_OR_DELAYED,0.0,205,6,120,62,0.24621197969263575,0.20324996817252694,0.021722***
GROWTH_DURATION_EXPOSURE_FINAL_MAIN_CPU_SHOCK_12M_ETF_FE_TWO_WAY_CLUSTER,GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,MAIN,CPU_SHOCK,12,CUM_RETURN_LEAD12,TWO_WAY_CLUSTER,CPU_SHOCK_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,CPU_SHOCK_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,0.021721664167726695,0.0,,,,0.021721664167726695,0.021721664167726695,NEGATIVE_OR_DELAYED,0.0,205,6,120,62,0.24621197969263575,0.20324996817252694,0.021722
GROWTH_DURATION_EXPOSURE_FINAL_MAIN_CPU_SHOCK_12M_ETF_MONTH_FE_CLUSTER_ETF,GROWTH_DURATION_EXPOSURE_FINAL,PRIMARY,MAIN,CPU_SHOCK,12,CUM_RETURN_LEAD12,CLUSTER_ETF,CPU_SHOCK_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,CPU_SHOCK_X_GROWTH_DURATION_EXPOSURE_FINAL_MAIN,0.02873197473565051,0.010619307249646657,2.7056355052356666,0.042497025354265146,**,0.0014341764126677807,0.05602977305863324,NEGATIVE_OR_DELAYED,0.0,205,6,120,62,0.9106627233585891,0.7693062729766098,0.028732**
